id,pais,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
103,Rússia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,220613,0,0,0,0,0,0,0,0,0,0,0,0,155,0,0,61,0
104,São Tomé e Príncipe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,562,0,0,0,0,0,0
105,Senegal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2354,0,0,0,0,0,0,0,0,0,910,2705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106,Serra Leoa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
107,Singapura,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16515,5530,3958,5435
108,Sri Lanka,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0,0
109,Suécia,0,0,0,0,0,0,16470,754051,1333232,2137568,2881641,1763507,2157358,625532,456972,326956,506032,708384,659317,756546,614068,579321,437760,290706,519890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
110,Suíça,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,265912,0,0,44143,0,0,0,86600,92750,0,0,0,0,0,0,0,0,125,0,486,764,585,0,0,0,0,0,0,0,9,0,0,1102,299,0
111,Suriname,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8592,0,0,0,10548,0,0,0,0,0,185320,100028,57943,119434,108832,68460,90250,0,11766,44266,22896,9408,32181
112,Tailândia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52263,54433,102914,52868,0,0,4635,0,0,4860,13905,11526,17289,9221,0,13500,61683,24900,0,37701,29995,204,166,6461,6,0,61
113,Taiwan (Formosa),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97772,0,0,0,0,0,0,0,0,0,0,11450,30400,0,0,13556,0,24341,6483,0,57265,31205,34211,39182,0,0,0,0,0,0,0,0,0,6643,0,166157,182818,127363,186925
114,Tanzânia,0,0,0,0,0,0,0,0,0,0,0,1328,465,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
115,"Tcheca, República",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2113,6823,3840,2432,0,4858,0,0,536,1544,0,409,651,0,0,0,0,0,0
116,Togo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1131,1265,0,0,0,0,0,0,0
117,Toquelau,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63
118,Trinidade e Tobago,0,10475,0,0,0,0,0,4048,37236,38120,0,0,0,0,0,516,446642,264134,132067,0,140768,53082,48359,0,0,0,0,26690,27269,86295,49714,0,0,43380,130205,148931,0,87120,6917,0,0,89782,174206,82508,165097,171349,166401,82527,0,0,0,0,0,0
119,Turquia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,54,102,0,0,685
120,Uruguai,0,0,0,0,0,0,0,0,0,0,538,0,0,0,0,0,218,0,6341,17834,13846,15643,0,0,0,24649,111,0,4612,7742,27054,2202,0,0,0,244,2651,333,855,1152,640,1146,780,0,0,2088,0,0,0,0,0,0,0,0
121,Vanuatu,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,0
122,Venezuela,0,0,0,0,0,0,0,6000,9180,3564,11792,12910,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49733,31180,214528,0,61,0,0,0,0,23657,1962,215855,221688,500183,212678,69349,2637391,0,0,0,470,0,0,77493
